Row_id,State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population
525,Kentucky,Cities,Danville,2,2,0,0,0,0,0,2,0,1,1,0,"16,801"
526,Kentucky,Cities,Dawson Springs,2,2,0,0,0,0,0,2,0,0,2,0,"2,665"
527,Kentucky,Cities,Elizabethtown,1,1,0,0,0,0,0,1,0,1,0,0,"30,180"
528,Kentucky,Cities,Erlanger,1,1,0,0,0,0,0,1,1,0,0,0,"22,993"
529,Kentucky,Cities,Falmouth,1,0,0,1,0,0,0,1,0,0,0,1,"2,100"
530,Kentucky,Cities,Florence,4,4,0,0,0,0,0,4,2,1,0,1,"32,701"
531,Kentucky,Cities,Fort Mitchell,1,1,0,0,0,0,0,1,0,1,0,0,"8,260"
532,Kentucky,Cities,Fort Thomas,1,1,0,0,0,0,0,1,0,0,1,0,"16,274"
533,Kentucky,Cities,Frankfort,6,6,0,0,0,0,0,6,0,0,4,2,"27,664"
534,Kentucky,Cities,Fulton,1,1,0,0,0,0,0,1,0,0,1,0,"2,175"
535,Kentucky,Cities,Georgetown,7,7,0,0,0,0,0,7,2,2,3,0,"34,351"
536,Kentucky,Cities,Glasgow,2,2,0,0,0,0,0,2,0,2,0,0,"14,411"
537,Kentucky,Cities,Henderson,2,2,0,0,0,0,0,2,0,0,1,1,"28,618"
538,Kentucky,Cities,Highland Heights,1,1,0,0,0,0,0,1,1,0,0,0,"7,112"
539,Kentucky,Cities,Hopkinsville,3,2,0,1,0,0,0,3,0,0,2,1,"30,606"
540,Kentucky,Cities,Independence,1,1,0,0,0,0,0,1,0,0,0,1,"28,052"
541,Kentucky,Cities,Jeffersontown,3,3,0,0,0,0,0,3,0,1,1,1,"27,443"
542,Kentucky,Cities,La Grange3,2,1,0,0,0,1,0,1,0,0,1,0,"8,995"
543,Kentucky,Cities,Lancaster,1,1,0,0,0,0,0,1,0,0,1,0,"3,866"
544,Kentucky,Cities,Lawrenceburg,1,1,0,0,0,0,0,1,1,0,0,0,"11,378"
545,Kentucky,Cities,Lebanon,1,1,0,0,0,0,0,1,0,0,1,0,"5,668"
546,Kentucky,Cities,Lexington3,35,23,3,7,1,1,0,33,5,7,6,15,"325,579"
547,Kentucky,Cities,London,2,1,0,1,0,0,0,2,1,1,0,0,"8,008"
548,Kentucky,Cities,Louisville Metro,13,9,0,2,1,0,1,13,5,1,1,6,"682,005"
549,Kentucky,Cities,Mount Washington,1,1,0,0,0,0,0,1,0,0,1,0,"14,704"
550,Kentucky,Cities,Murray,1,0,1,0,0,0,0,1,0,0,0,1,"19,402"
551,Kentucky,Cities,Newport,1,1,0,0,0,0,0,1,0,1,0,0,"14,972"
552,Kentucky,Cities,Nicholasville3,5,4,0,1,0,0,0,4,0,2,1,1,"30,922"
553,Kentucky,Cities,Oak Grove,3,1,0,2,0,0,0,3,1,0,0,2,"7,232"
554,Kentucky,Cities,Owensboro,4,4,0,0,0,0,0,4,0,2,1,1,"59,686"
555,Kentucky,Cities,Owingsville,1,1,0,0,0,0,0,1,0,0,1,0,"1,575"
556,Kentucky,Cities,Paducah,6,4,1,1,0,0,0,6,3,1,2,0,"24,933"
557,Kentucky,Cities,Paris3,4,3,0,1,0,0,0,3,2,1,0,0,"9,809"
558,Kentucky,Cities,Radcliff,3,3,0,0,0,0,0,3,0,1,2,0,"22,576"
559,Kentucky,Cities,Richmond,3,3,0,0,0,0,0,3,0,3,0,0,"35,952"
560,Kentucky,Cities,Russell Springs,1,1,0,0,0,0,0,1,0,0,1,0,"2,588"
561,Kentucky,Cities,Russellville,1,1,0,0,0,0,0,1,0,0,1,0,"7,088"
562,Kentucky,Cities,Shelbyville,1,1,0,0,0,0,0,1,0,0,0,1,"16,138"
563,Kentucky,Cities,St. Matthews,1,1,0,0,0,0,0,1,0,1,0,0,"18,228"
564,Kentucky,Cities,Taylorsville,1,1,0,0,0,0,0,1,0,1,0,0,"1,262"
565,Kentucky,Cities,Tompkinsville,1,1,0,0,0,0,0,1,0,0,0,1,"2,267"
566,Kentucky,Cities,Uniontown,1,1,0,0,0,0,0,1,1,0,0,0,943
567,Kentucky,Cities,Versailles,3,2,1,0,0,0,0,3,0,0,1,2,"26,552"
568,Kentucky,Cities,Vine Grove,1,1,0,0,0,0,0,1,0,1,0,0,"6,237"
569,Kentucky,Cities,Williamsburg,1,1,0,0,0,0,0,1,0,0,1,0,"5,299"
570,Kentucky,Cities,Wilmore,2,1,0,1,0,0,0,2,1,0,1,0,"6,406"
571,Kentucky,Cities,Winchester,1,0,0,1,0,0,0,1,0,1,0,0,"18,505"
572,Kentucky,Universities and Colleges,Morehead State University,1,1,0,0,0,0,0,1,1,0,0,0,"12,390"
573,Kentucky,Universities and Colleges,University of Kentucky,1,0,0,0,0,1,0,1,0,0,0,1,"31,564"
574,Kentucky,Universities and Colleges,University of Louisville,2,2,0,0,0,0,0,2,0,1,1,0,"25,091"
575,Kentucky,Metropolitan Counties,Boone,7,6,1,0,0,0,0,7,1,2,0,4,
576,Kentucky,Metropolitan Counties,Bourbon,1,0,1,0,0,0,0,1,0,0,1,0,
577,Kentucky,Metropolitan Counties,Boyd,4,3,1,0,0,0,0,4,0,2,1,1,
578,Kentucky,Metropolitan Counties,Campbell County Police Department,2,2,0,0,0,0,0,2,0,0,1,1,
579,Kentucky,Metropolitan Counties,Gallatin,1,1,0,0,0,0,0,1,0,0,1,0,
580,Kentucky,Metropolitan Counties,Jessamine,1,1,0,0,0,0,0,1,0,0,1,0,
581,Kentucky,Metropolitan Counties,Oldham County Police Department,2,1,1,0,0,0,0,2,1,0,0,1,
582,Kentucky,Metropolitan Counties,Scott,1,1,0,0,0,0,0,1,0,0,0,1,
583,Kentucky,Metropolitan Counties,Shelby,1,1,0,0,0,0,0,1,0,0,0,1,
584,Kentucky,Metropolitan Counties,Warren,2,2,0,0,0,0,0,2,2,0,0,0,
585,Kentucky,Nonmetropolitan Counties,Boyle,2,2,0,0,0,0,0,2,0,0,2,0,
586,Kentucky,Nonmetropolitan Counties,Clay,1,0,1,0,0,0,0,1,0,0,0,1,
587,Kentucky,Nonmetropolitan Counties,Franklin,1,1,0,0,0,0,0,1,0,1,0,0,
588,Kentucky,Nonmetropolitan Counties,Garrard County Police Department,1,0,0,1,0,0,0,1,0,1,0,0,
589,Kentucky,Nonmetropolitan Counties,Hart,1,1,0,0,0,0,0,1,0,1,0,0,
590,Kentucky,Nonmetropolitan Counties,Laurel,1,0,1,0,0,0,0,1,1,0,0,0,
591,Kentucky,Nonmetropolitan Counties,Lee,1,1,0,0,0,0,0,1,0,0,1,0,
592,Kentucky,Nonmetropolitan Counties,McCracken,3,1,0,0,0,2,0,3,1,0,2,0,
593,Kentucky,Nonmetropolitan Counties,Montgomery,1,1,0,0,0,0,0,1,1,0,0,0,
594,Kentucky,Nonmetropolitan Counties,Pulaski,2,2,0,0,0,0,0,2,1,0,0,1,
595,Kentucky,Nonmetropolitan Counties,Whitley,1,1,0,0,0,0,0,1,0,0,1,0,
596,Kentucky,State Police Agencies,State Police: Ashland,1,0,1,0,0,0,0,1,1,0,0,0,
597,Kentucky,State Police Agencies,State Police: Bowling Green,1,1,0,0,0,0,0,1,0,0,0,1,
598,Kentucky,State Police Agencies,State Police: Campbellsburg,3,3,0,0,0,0,0,3,1,0,2,0,
599,Kentucky,State Police Agencies,State Police: Cannabis Suppression Section,1,1,0,0,0,0,0,1,0,0,1,0,
600,Kentucky,State Police Agencies,State Police: Dry Ridge,1,1,0,0,0,0,0,1,0,0,1,0,
601,Kentucky,State Police Agencies,State Police: Elizabethtown,3,3,0,0,0,0,0,3,1,1,0,1,
602,Kentucky,State Police Agencies,State Police: Frankfort,2,2,0,0,0,0,0,2,0,1,1,0,
603,Kentucky,State Police Agencies,State Police: Hazard,3,3,0,0,0,0,0,3,0,0,2,1,
604,Kentucky,State Police Agencies,State Police: Madisonville,1,1,0,0,0,0,0,1,0,1,0,0,
605,Kentucky,State Police Agencies,State Police: vMorehead,2,2,0,0,0,0,0,2,0,1,1,0,
606,Kentucky,State Police Agencies,State Police: West Drug Enforcement Branch,2,2,0,0,0,0,0,2,0,0,1,1,
607,Kentucky,Other Agencies,Cincinnati-Northern Kentucky International Airport,1,1,0,0,0,0,0,1,1,0,0,0,
608,Kentucky,Other Agencies,Fayette County Schools,1,1,0,0,0,0,0,1,0,0,0,1,
609,Kentucky,Other Agencies,Greater Hardin County Narcotics Task Force,1,1,0,0,0,0,0,1,1,0,0,0,
610,Kentucky,Other Agencies,Jefferson County School District,1,1,0,0,0,0,0,1,1,0,0,0,
611,Kentucky,Other Agencies,South Central Kentucky Drug Task Force,3,3,0,0,0,0,0,3,0,0,3,0,
612,Louisiana,Cities,Franklinton,1,1,0,0,0,0,0,1,0,,1,0,"3,771"
613,Louisiana,Cities,Gonzales,1,1,0,0,0,0,0,1,0,0,1,0,"10,916"
614,Louisiana,Cities,Monroe,4,1,3,0,0,0,0,4,1,1,1,1,"48,291"
615,Louisiana,Cities,New Orleans,2,2,0,0,0,0,0,2,1,1,0,0,"396,374"
616,Louisiana,Cities,Tallulah,1,1,0,0,0,0,0,1,0,1,0,0,"6,777"
617,Louisiana,Cities,Westlake,1,1,0,0,0,0,0,1,1,0,0,,"4,627"
618,Louisiana,Universities and Colleges,"Southern University and A&M College, New Orleans",1,0,0,1,0,0,0,1,0,0,0,1,"3,113"
619,Louisiana,Metropolitan Counties,Bossier,4,2,2,0,0,0,0,4,0,2,2,0,
620,Louisiana,Metropolitan Counties,Calcasieu,9,2,5,2,0,0,0,9,4,2,3,0,
621,Louisiana,Metropolitan Counties,Lafourche,4,1,0,3,0,0,0,4,4,0,0,0,
622,Louisiana,Metropolitan Counties,Morehouse,1,0,0,0,0,1,0,1,0,1,0,0,
623,Louisiana,Metropolitan Counties,Ouachita,2,0,2,0,0,0,0,2,0,0,1,1,
624,Louisiana,Metropolitan Counties,Rapides,2,2,0,0,0,0,0,2,1,1,0,0,
625,Louisiana,Metropolitan Counties,St. John the Baptist,1,1,0,0,0,0,0,1,0,0,1,0,
626,Louisiana,Nonmetropolitan Counties,Concordia,2,1,1,0,0,0,0,2,1,0,0,1,
627,Louisiana,Nonmetropolitan Counties,Evangeline,6,6,0,0,0,0,0,6,0,0,6,0,
628,Louisiana,Nonmetropolitan Counties,Madison,2,2,0,0,0,0,0,2,0,1,0,1,
629,Louisiana,Nonmetropolitan Counties,Washington,1,1,0,0,0,0,0,1,1,0,0,0,
630,Maine,Cities,Biddeford,1,1,0,0,0,0,0,1,0,1,0,0,"21,519"
631,Maine,Cities,Eastport,1,1,0,0,0,0,0,1,0,0,1,0,"1,258"
632,Maine,Cities,Lewiston,1,0,0,1,0,0,0,1,0,0,1,0,"36,170"
633,Maine,Cities,Portland,12,7,1,3,1,0,0,12,3,5,2,2,"66,997"
634,Maine,Cities,Saco,2,1,0,1,0,0,0,2,0,1,0,1,"19,628"
635,Maine,Cities,South Portland,1,1,0,0,0,0,0,1,1,0,0,0,"25,557"
636,Maine,State Police Agencies,Maine State Police,2,0,0,1,0,0,1,2,2,0,0,0,
637,Maryland,Cities,Baltimore,1,0,0,1,0,0,0,1,0,0,1,0,"605,436"
638,Maryland,Cities,Denton,1,1,0,0,0,0,0,1,0,1,0,0,"4,485"
639,Maryland,Cities,Laurel,1,0,1,0,0,0,0,1,0,1,0,0,"26,038"
640,Maryland,Cities,Riverdale Park3,2,1,1,0,0,0,0,1,0,0,0,1,"7,330"
641,Maryland,Cities,Takoma Park,1,0,0,1,0,0,0,1,0,1,0,0,"18,049"
642,Maryland,Cities,Taneytown,1,1,0,0,0,0,0,1,0,0,0,1,"6,795"
643,Maryland,Universities and Colleges,Towson University,1,1,0,0,0,0,0,1,0,0,0,1,"25,467"
644,Maryland,Universities and Colleges,University of Maryland: Baltimore County,2,2,0,0,0,0,0,2,0,0,2,0,"15,700"
645,Maryland,Universities and Colleges,University of Maryland: College Park,1,0,0,1,0,0,0,1,0,0,0,1,"43,691"
646,Maryland,Metropolitan Counties,Anne Arundel County Police Department,6,3,0,1,0,0,2,6,2,1,3,0,
647,Maryland,Metropolitan Counties,Baltimore County Police Department,3,1,0,2,0,0,0,3,,0,3,0,
648,Maryland,Metropolitan Counties,Calvert,1,1,0,0,0,0,0,1,0,0,1,0,
649,Maryland,Metropolitan Counties,Charles,1,1,0,0,0,0,0,1,0,1,0,,
650,Maryland,Metropolitan Counties,Howard County Police Department,1,0,0,1,0,0,0,1,0,0,1,0,
651,Maryland,Metropolitan Counties,Montgomery County Police Department,16,8,3,0,2,0,3,16,11,2,2,1,
652,Maryland,Metropolitan Counties,Prince George's County Police Department,6,2,2,2,0,0,0,6,1,1,3,1,
653,Maryland,Nonmetropolitan Counties,Kent,2,2,0,0,0,0,0,2,0,1,0,1,
654,Maryland,State Police Agencies,"State Police, Wicomico County",1,1,0,0,0,0,0,1,0,1,0,0,
655,Maryland,Other Agencies,Natural Resources Police,1,1,0,0,0,0,0,1,0,0,0,1,
656,Maryland,Other Agencies,Transit Administration,1,1,0,0,0,0,0,1,0,0,1,0,
657,Massachusetts,Cities,Acton,1,0,1,0,0,0,0,1,0,1,0,0,"24,038"
658,Massachusetts,Cities,Amherst,3,2,1,0,0,0,0,3,0,2,1,0,"40,242"
659,Massachusetts,Cities,Andover,3,0,3,0,0,0,0,3,1,1,0,1,"36,324"
660,Massachusetts,Cities,Arlington,9,4,4,1,0,0,0,9,4,2,3,0,"45,876"
661,Massachusetts,Cities,Ashburnham,1,0,1,0,0,0,0,1,0,1,0,0,"6,335"
662,Massachusetts,Cities,Ashland,1,0,0,0,1,0,0,1,1,0,0,0,"17,860"
663,Massachusetts,Cities,Ayer,2,1,1,0,0,0,0,2,1,1,0,0,"8,246"
664,Massachusetts,Cities,Barnstable,3,1,2,0,0,0,0,3,0,0,1,2,"44,015"
665,Massachusetts,Cities,Belmont3,3,2,0,1,0,0,0,2,0,0,1,1,"26,700"
666,Massachusetts,Cities,Boston3,148,89,18,39,0,0,2,144,25,37,43,39,"694,673"
667,Massachusetts,Cities,Boxford,1,0,1,0,0,0,0,1,0,0,0,1,"8,355"
668,Massachusetts,Cities,Braintree,3,1,2,0,0,0,0,3,0,0,2,1,"37,345"
669,Massachusetts,Cities,Brockton,2,1,1,0,0,0,0,2,1,1,0,0,"95,922"
670,Massachusetts,Cities,Brookline,2,2,0,0,0,0,0,2,1,1,0,0,"59,199"
671,Massachusetts,Cities,Cambridge3,17,6,8,0,1,1,1,16,6,3,3,4,"114,881"
672,Massachusetts,Cities,Chelmsford,3,2,1,0,0,0,0,3,1,1,0,1,"35,264"
673,Massachusetts,Cities,Chicopee,1,1,0,0,0,0,0,1,0,0,1,0,"55,639"
674,Massachusetts,Cities,Chilmark,1,0,0,0,0,1,0,1,1,0,0,0,923
675,Massachusetts,Cities,Cohasset,1,1,0,0,0,0,0,1,0,1,0,0,"8,665"
676,Massachusetts,Cities,Concord3,2,1,1,0,0,0,0,4,0,0,0,4,"19,459"
677,Massachusetts,Cities,Danvers,3,1,1,0,0,1,0,3,0,0,2,1,"27,703"
678,Massachusetts,Cities,Dracut,1,1,0,0,0,0,0,1,0,1,0,0,"31,917"
679,Massachusetts,Cities,Easthampton3,3,1,1,1,0,0,0,2,0,0,1,1,"16,050"
680,Massachusetts,Cities,Easton,1,1,0,0,0,0,0,1,0,0,0,1,"25,225"
681,Massachusetts,Cities,Edgartown,2,1,0,0,1,0,0,2,0,0,1,1,"4,357"
682,Massachusetts,Cities,Everett,1,0,1,0,0,0,0,1,0,1,0,0,"47,005"
683,Massachusetts,Cities,Falmouth3,2,1,1,0,0,0,0,1,1,0,0,0,"31,033"
684,Massachusetts,Cities,Framingham,6,3,3,0,0,0,0,6,1,3,2,0,"72,510"
685,Massachusetts,Cities,Great Barrington,1,0,1,0,0,0,0,1,1,0,0,0,"6,821"
686,Massachusetts,Cities,Groton,1,0,1,0,0,0,0,1,0,0,1,0,"11,462"
687,Massachusetts,Cities,Haverhill3,11,6,2,1,1,0,1,10,3,2,2,3,"64,012"
688,Massachusetts,Cities,Holbrook,2,1,1,0,0,0,0,2,0,0,0,2,"11,052"
689,Massachusetts,Cities,Lawrence,1,0,0,1,0,0,0,1,1,0,0,0,"80,669"
690,Massachusetts,Cities,Lynn,2,0,1,0,0,0,1,2,0,0,2,0,"94,558"
691,Massachusetts,Cities,Malden,1,1,0,0,0,0,0,1,0,0,1,0,"61,469"
692,Massachusetts,Cities,Medford,1,0,0,0,1,0,0,1,0,1,0,0,"57,997"
693,Massachusetts,Cities,Melrose3,3,1,1,1,0,0,0,1,0,1,0,0,"28,552"
694,Massachusetts,Cities,Milford,1,1,0,0,0,0,0,1,0,0,0,1,"29,056"
695,Massachusetts,Cities,Millbury,1,0,1,0,0,0,0,1,0,1,0,0,"13,802"
696,Massachusetts,Cities,Monson,1,0,1,0,0,0,0,1,0,1,0,0,"8,890"
697,Massachusetts,Cities,Nantucket,1,1,0,0,0,0,0,1,1,0,0,0,"11,388"
698,Massachusetts,Cities,Natick,1,1,0,0,0,0,0,1,0,1,0,0,"36,717"
699,Massachusetts,Cities,Newton,7,2,3,2,0,0,0,7,0,3,1,3,"89,505"
700,Massachusetts,Cities,Northampton,1,1,0,0,0,0,0,1,1,0,0,0,"28,587"
701,Massachusetts,Cities,North Andover,1,1,0,0,0,0,0,1,0,0,0,1,"31,394"
702,Massachusetts,Cities,Oak Bluffs,1,0,1,0,0,0,0,1,0,1,0,0,"4,699"
703,Massachusetts,Cities,Palmer,1,1,0,0,0,0,0,1,0,1,0,0,"12,320"
704,Massachusetts,Cities,Pittsfield3,3,2,1,0,0,0,0,2,0,1,0,1,"42,298"
705,Massachusetts,Cities,Provincetown,2,0,0,2,0,0,0,2,0,1,1,0,"2,960"
706,Massachusetts,Cities,Quincy,9,7,2,0,0,0,0,9,2,1,2,4,"94,388"
707,Massachusetts,Cities,Revere,4,2,0,2,0,0,0,4,0,0,3,1,"54,296"
708,Massachusetts,Cities,Salem,5,2,1,2,0,0,0,5,0,1,1,3,"43,634"
709,Massachusetts,Cities,Somerville3,10,5,1,3,0,1,0,9,1,5,2,1,"82,161"
710,Massachusetts,Cities,South Hadley,2,2,0,0,0,0,0,2,0,1,1,0,"17,799"
711,Massachusetts,Cities,Spencer,1,0,0,1,0,0,0,1,0,0,1,0,"11,989"
712,Massachusetts,Cities,Springfield,10,6,1,3,0,0,0,10,3,1,3,3,"155,179"
713,Massachusetts,Cities,Sturbridge3,3,2,1,0,0,0,0,2,1,0,0,1,"9,626"
714,Massachusetts,Cities,Swampscott3,5,2,3,0,0,0,0,3,0,3,0,0,"15,380"
715,Massachusetts,Cities,Tisbury,2,1,0,1,0,0,0,2,1,0,1,0,"4,131"
716,Massachusetts,Cities,Wales,1,0,0,0,0,1,0,1,0,1,0,0,"1,902"
717,Massachusetts,Cities,Waltham,7,4,2,1,0,0,0,7,3,1,1,2,"62,655"
718,Massachusetts,Cities,Watertown,1,0,1,0,0,0,0,1,0,1,0,0,"36,320"
719,Massachusetts,Cities,Westfield,1,1,0,0,0,0,0,1,1,0,0,0,"41,854"
720,Massachusetts,Cities,West Tisbury,1,1,0,0,0,0,0,1,0,0,0,1,"2,920"
721,Massachusetts,Cities,Winchester,1,1,0,0,0,0,0,1,0,1,0,0,"23,036"
722,Massachusetts,Cities,Winthrop,1,0,1,0,0,0,0,1,1,0,0,0,"18,783"
723,Massachusetts,Cities,Worcester,2,1,0,1,0,0,0,2,0,1,1,0,"186,188"
724,Massachusetts,Universities and Colleges,Assumption College,1,1,0,0,0,0,0,1,0,1,0,0,"2,913"
725,Massachusetts,Universities and Colleges,Boston University,2,2,0,0,0,0,0,2,0,0,2,0,"40,807"
726,Massachusetts,Universities and Colleges,College of the Holy Cross,3,1,1,1,0,0,0,3,1,1,0,1,"2,806"
727,Massachusetts,Universities and Colleges,Dean College,1,1,0,0,0,0,0,1,0,0,1,0,"1,568"
728,Massachusetts,Universities and Colleges,Massasoit Community College3,2,1,1,0,0,0,0,1,0,0,0,1,"10,613"
729,Massachusetts,Universities and Colleges,Northeastern University3,6,2,1,1,1,0,1,4,1,0,1,2,"27,486"
730,Massachusetts,Universities and Colleges,Springfield Technical Community College,1,0,1,0,0,0,0,1,0,0,1,0,"7,713"
731,Massachusetts,Universities and Colleges,"University of Massachusetts, Amherst",4,2,1,0,0,0,1,4,1,0,2,1,"34,778"
732,Massachusetts,Universities and Colleges,Westfield State University,3,3,0,0,0,0,0,3,0,2,0,1,"8,017"
733,Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority: Essex County,1,0,0,1,0,0,0,1,0,0,0,1,
734,Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority: Norfolk County,4,2,1,1,0,0,0,3,1,,2,,
735,Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority: Suffolk County,9,6,1,2,0,0,0,8,2,1,1,4,
736,Michigan,Cities,Allen Park,1,1,0,0,0,0,0,1,0,0,1,0,"27,020"
737,Michigan,Cities,Ann Arbor,9,3,5,1,0,0,0,9,3,5,1,0,"122,571"
738,Michigan,Cities,Auburn Hills,1,1,0,0,0,0,0,1,0,0,0,1,"23,579"
739,Michigan,Cities,Bad Axe,1,1,0,0,0,0,0,1,0,0,1,0,"2,933"
740,Michigan,Cities,Battle Creek,2,0,0,2,0,0,0,2,0,2,0,0,"60,615"
741,Michigan,Cities,Bay City,2,0,0,2,0,0,0,2,0,0,2,0,"32,953"
742,Michigan,Cities,Belding,1,0,0,1,0,0,0,1,1,0,0,0,"5,737"
743,Michigan,Cities,Benton Township,2,1,0,1,0,0,0,2,0,1,0,1,"14,382"
744,Michigan,Cities,Bloomfield Township,1,1,0,0,0,0,0,1,0,0,1,0,"42,199"
745,Michigan,Cities,Bridgeport Township,1,1,0,0,0,0,0,1,0,1,0,0,"9,853"
746,Michigan,Cities,Brighton,1,0,0,1,0,0,0,1,0,1,0,0,"7,635"
747,Michigan,Cities,Bronson,1,0,1,0,0,0,0,1,0,1,0,0,"2,297"
748,Michigan,Cities,Burton,5,4,0,1,0,0,0,5,0,2,0,3,"28,464"
749,Michigan,Cities,Cadillac,3,0,2,1,0,0,0,3,0,1,2,0,"10,455"
750,Michigan,Cities,Canton Township,2,2,0,0,0,0,0,2,1,0,1,0,"92,055"
751,Michigan,Cities,Chelsea,1,1,0,0,0,0,0,1,0,0,1,0,"5,248"
752,Michigan,Cities,Chocolay Township,1,0,0,1,0,0,0,1,0,0,0,1,"5,936"
753,Michigan,Cities,Clare,1,1,0,0,0,0,0,1,0,1,0,0,"2,990"
754,Michigan,Cities,Clinton Township,2,2,0,0,0,0,0,2,1,0,0,1,"101,279"
755,Michigan,Cities,Coloma Township,1,0,0,0,1,0,0,1,0,0,0,1,"6,369"
756,Michigan,Cities,Dearborn,2,1,1,0,0,0,0,2,0,0,1,1,"94,022"
757,Michigan,Cities,Dearborn Heights,3,1,1,0,1,0,0,3,0,1,1,1,"55,495"
758,Michigan,Cities,Detroit,54,28,1,18,5,2,0,54,12,16,14,12,"671,275"
759,Michigan,Cities,DeWitt Township,1,0,0,0,1,0,0,1,0,1,0,0,"15,194"
760,Michigan,Cities,Dowagiac,1,1,0,0,0,0,0,1,0,0,0,1,"5,738"
761,Michigan,Cities,East Lansing,2,0,1,1,0,0,0,2,0,0,1,1,"46,913"
762,Michigan,Cities,Elkton,1,0,1,0,0,0,0,1,0,1,0,0,751
763,Michigan,Cities,Escanaba,5,4,0,1,0,0,0,5,1,1,2,1,"12,169"
764,Michigan,Cities,Farmington Hills,1,0,1,0,0,0,0,1,0,0,1,0,"81,239"
765,Michigan,Cities,Ferndale,1,0,0,1,0,0,0,1,0,1,0,0,"20,095"
766,Michigan,Cities,Flat Rock,1,0,1,0,0,0,0,1,1,0,0,0,"9,967"
767,Michigan,Cities,Flint,10,9,0,0,0,1,0,10,3,0,0,7,"95,677"
768,Michigan,Cities,Flint Township,1,1,0,0,0,0,0,1,0,0,0,1,"30,378"
769,Michigan,Cities,Fowlerville,2,0,0,0,0,2,0,2,0,0,0,2,"2,953"
770,Michigan,Cities,Frankenmuth,1,1,0,0,0,0,0,1,0,0,1,0,"5,290"
771,Michigan,Cities,Fruitport Township,2,2,0,0,0,0,0,2,0,1,0,1,"14,168"
772,Michigan,Cities,Garden City,2,2,0,0,0,0,0,2,1,0,0,1,"26,520"
773,Michigan,Cities,Gladstone,1,1,0,0,0,0,0,1,0,0,1,0,"4,721"
774,Michigan,Cities,Gladwin,1,1,0,0,0,0,0,1,0,0,1,0,"2,874"
775,Michigan,Cities,Grand Blanc Township,1,1,0,0,0,0,0,1,0,1,0,0,"36,489"
